title,published_year,technique,subcategory,category,publishers
"

 THE IMPACT OF TRIGGERS ON FORENSIC ACQUISITION AND ANALYSIS OF DATABASES

",2015,Server error trigger,Alerts to forensic tool usage,AT,IEEE
"

 Attacking contrast enhancement forensics in digital images

",2014,CE trace forging attack,Data fabrication,TO,springer
"

 Attacking contrast enhancement forensics in digital images

",2014,CE trace hiding attack,Data obscurity,TO,springer
"

 Attacking contrast enhancement forensics in digital images

",2014,Synthesis of color filter array pattern,Data fabrication,TO,springer
"

 Attacking contrast enhancement forensics in digital images

",2014,Undetectable resampling,Data obscurity,TO,springer
"

 Attacking contrast enhancement forensics in digital images

",2014,Untraceable JPEG compression,Data obscurity,TO,springer
"

 AFAUC ‚Äö√Ñ√¨ anti-forensics of storage devices by alternative use of communication channels

",2014,Alternative use of communication channels,Proxy server,TO,IEEE
"

 AFAUC ‚Äö√Ñ√¨ anti-forensics of storage devices by alternative use of communication channels

",2014,Diagnostic interface exploitation,Forensic software integrity attacks,AT,IEEE
"

 AFAUC ‚Äö√Ñ√¨ anti-forensics of storage devices by alternative use of communication channels

",2014,Firmware manipulation,Forensic software integrity attacks,AT,IEEE
"

 AFAUC ‚Äö√Ñ√¨ anti-forensics of storage devices by alternative use of communication channels

",2014,Hidden data partition creation,Hidden partition utilization,DH,IEEE
"

 Mitigating Anti-forensics in the Cloud via Resource-Based Privacy Preserving Activity Attribution

",2017,Data misdirection,Data misdirection/misinformation/framing,TO,IEEE
"

 Mitigating Anti-forensics in the Cloud via Resource-Based Privacy Preserving Activity Attribution

",2017,Disk wiping,Disk wiping,AW,IEEE
"

 Mitigating Anti-forensics in the Cloud via Resource-Based Privacy Preserving Activity Attribution

",2017,Encryption based anti-forensics,Encryption,DH,IEEE
"

 Data Remanence and Digital Forensic Investigation for CUDA Graphics Processing Units

",2015,Dead Man‚Äôs Handle Monitoring,Presence of anti-forensics tools/files/installation files,PIA,IEEE
"

 Data Remanence and Digital Forensic Investigation for CUDA Graphics Processing Units

",2015,Dynamic Parallelism,Presence of anti-forensics tools/files/installation files,PIA,IEEE
"

 Data Remanence and Digital Forensic Investigation for CUDA Graphics Processing Units

",2015,Memory Overwriting,Memory hiding,DH,IEEE
"

 Performance Evaluation of Dither based Approach for Alleviation of Blocking Artifact in Image Compression

",2017,Anti-forensic deblocking,Data obscurity,TO,IEEE
"

 Performance Evaluation of Dither based Approach for Alleviation of Blocking Artifact in Image Compression

",2017,Anti-forensic dither,Data obscurity,TO,IEEE
"

 Detecting double JPEG compression and its related anti-forensic operations with CNN

",2019,AF Fan,Data obscurity,TO,springer
"

 Detecting double JPEG compression and its related anti-forensic operations with CNN

",2019,AF Singh,Data obscurity,TO,springer
"

 Detecting double JPEG compression and its related anti-forensic operations with CNN

",2019,AF Stamm,Data obscurity,TO,springer
"

 Detecting double JPEG compression and its related anti-forensic operations with CNN

",2019,Contrast enhancement anti-forensics,Data obscurity,TO,springer
"

 Detecting double JPEG compression and its related anti-forensic operations with CNN

",2019,Median filtering with Gaussian noise,Data obscurity,TO,springer
"

 Detecting double JPEG compression and its related anti-forensic operations with CNN

",2019,Resizing with cropping,Data fabrication,TO,springer
"

 Detecting double JPEG compression and its related anti-forensic operations with CNN

",2019,Resizing with recovery,Data fabrication,TO,springer
"

 A Non-Algorithmic Forensic Approach for Hiding Data in Image Files

",2018,Data hiding,Steganography,DH,ACM
"

 A Non-Algorithmic Forensic Approach for Hiding Data in Image Files

",2018,Stealthy watermarking,Steganography,DH,ACM
"

 Anti-forensics of double JPEG compression with the same quantization matrix

",2014,Adaptive random dithering,Data fabrication,TO,springer
"

 Anti-forensics of double JPEG compression with the same quantization matrix

",2014,Modification of DCT coefficients,JPEG compression anti-forensics,TO,springer
"

 FROST ‚ Anti-Forensics Digital-Dead-DROp Information Hiding RobuST to Detection & Data Loss with Fault tolerance

",2017,Device Configuration Overlay,DCO area,DH,ACM
"

 FROST ‚ Anti-Forensics Digital-Dead-DROp Information Hiding RobuST to Detection & Data Loss with Fault tolerance

",2017,Disk and volume encryption,Encryption,DH,ACM
"

 FROST ‚ Anti-Forensics Digital-Dead-DROp Information Hiding RobuST to Detection & Data Loss with Fault tolerance

",2017,Encrypting File Systems,Encryption,DH,ACM
"

 FROST ‚ Anti-Forensics Digital-Dead-DROp Information Hiding RobuST to Detection & Data Loss with Fault tolerance

",2017,File encryption,Encryption,DH,ACM
"

 FROST ‚ Anti-Forensics Digital-Dead-DROp Information Hiding RobuST to Detection & Data Loss with Fault tolerance

",2017,Host Protected Area,HPA area,DH,ACM
"

 FROST ‚ Anti-Forensics Digital-Dead-DROp Information Hiding RobuST to Detection & Data Loss with Fault tolerance

",2017,Information hiding in slack space,Slack space hiding,DH,ACM
"

 FROST ‚ Anti-Forensics Digital-Dead-DROp Information Hiding RobuST to Detection & Data Loss with Fault tolerance

",2017,Obfuscated file names,Filesystem manipulation,DH,ACM
"

 FROST ‚ Anti-Forensics Digital-Dead-DROp Information Hiding RobuST to Detection & Data Loss with Fault tolerance

",2017,Partition slack,Slack space hiding,DH,ACM
"

 FROST ‚ Anti-Forensics Digital-Dead-DROp Information Hiding RobuST to Detection & Data Loss with Fault tolerance

",2017,Volume slack,Slack space hiding,DH,ACM
"

 DETECTING ANTI-FORENSIC ATTACKS ON DEMOSAICING-BASED CAMERA MODEL IDENTIFICATION

",2016,Anti-forensic camera model falsification,Metadata manipulation,AW,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Changing files headers,Filesystem manipulation,DH,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Data wiping,Generic data wiping,AW,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Data-Hiding inside Media,Steganography,DH,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Deniable encryption,Encryption,DH,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Log Injection-Tampering-Forging,Log manipulation,TO,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Log cleaning,Log wiping,AW,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Memory injection,Remote library injection,DH,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Mimicking user behavior patterns in network traffic,Data misdirection/misinformation/framing,TO,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,No-footprint pass recovery,Presence of anti-forensics tools/files/installation files,PIA,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Sleath Scanning,Data obscurity,TO,IEEE
"

 Deniable Encryption based on Standard RSA with OAEP

",2016,Tampering time-stamp,Log manipulation,TO,IEEE
"

 Anti-forensic steganography using multi-bit MER with flexible bit location

",2015,Multi-bit MER_FBL embedding method,Steganography,DH,IEEE
"

 Anti-forensic steganography using multi-bit MER with flexible bit location

",2015,Torus automorphisms,Data fabrication,TO,IEEE
"

 Countering Anti-Forensics of Lateral Chromatic Aberration

",2017,Anti-forensic scaling and shifting,Data fabrication,TO,ACM
"

 Countering Anti-Forensics of Lateral Chromatic Aberration

",2017,Interpolated resampling,Data fabrication,TO,ACM
"

 Countering Anti-Forensics of Lateral Chromatic Aberration

",2017,LCA anti-forensics,Data fabrication,TO,ACM
"

 A Survey On Anti-Forensics Techniques

",2017,Data Pooling,Data obscurity,TO,ACM
"

 A Survey On Anti-Forensics Techniques

",2017,Dummy HDDs,Data misdirection/misinformation/framing,TO,IEEE
"

 A Survey On Anti-Forensics Techniques

",2017,Hash Collisions,Hash value integrity attacks,AT,ACM
"

 A Survey On Anti-Forensics Techniques

",2017,Loop References,Data obscurity,TO,IEEE
"

 A Survey On Anti-Forensics Techniques

",2017,Manipulating File Signatures,Filesystem manipulation,DH,ACM
"

 A Survey On Anti-Forensics Techniques

",2017,Manipulating MACE Times,Log manipulation,TO,IEEE
"

 A Survey On Anti-Forensics Techniques

",2017,Non-Standard RAID‚Äö√Ñ√¥ed Disks,Hard disk manipulation,DH,ACM
"

 A Survey On Anti-Forensics Techniques

",2017,Restricted Filenames,Filesystem manipulation,DH,IEEE
"

 Analysis of VMware Virtual Machine in Forensics and Anti-Forensics Paradigm

",2018,Snapshot reversion,Live distributions,DH,IEEE
"

 Analysis of VMware Virtual Machine in Forensics and Anti-Forensics Paradigm

",2018,VM inside encrypted containers,Virtualization,PIA,IEEE
"

 Analysis of VMware Virtual Machine in Forensics and Anti-Forensics Paradigm

",2018,Virtual machine deletion,Generic data wiping,AW,IEEE
"

 How to Decrypt PIN-Based Encrypted Backup Data of Samsung Smartphones

",2018,PIN-based backup encryption (Samsung Smart Switch 4.1.16),Encryption,DH,Elsevier
"

 Alleviation of Quantization Artifact using Anti-Forensic in Image Processing

",2017,Anti-forensic dither,Data fabrication,TO,IEEE
"

 Introducing Anti-Forensics to SQLite Corpora and Tool Testing

",2018,Manipulation of cell metadata and serial types,Filesystem manipulation,DH,IEEE
"

 Introducing Anti-Forensics to SQLite Corpora and Tool Testing

",2018,Manipulation of cell pointer array values,Filesystem manipulation,DH,IEEE
"

 Introducing Anti-Forensics to SQLite Corpora and Tool Testing

",2018,Manipulation of database file size,Filesystem manipulation,DH,IEEE
"

 Introducing Anti-Forensics to SQLite Corpora and Tool Testing

",2018,Manipulation of freeblock structures,Filesystem manipulation,DH,IEEE
"

 Introducing Anti-Forensics to SQLite Corpora and Tool Testing

",2018,Manipulation of freelist trunk pages,Filesystem manipulation,DH,IEEE
"

 Introducing Anti-Forensics to SQLite Corpora and Tool Testing

",2018,Manipulation of left child page pointers,Filesystem manipulation,DH,IEEE
"

 Introducing Anti-Forensics to SQLite Corpora and Tool Testing

",2018,Manipulation of overflow page pointers,Filesystem manipulation,DH,IEEE
"

 Introducing Anti-Forensics to SQLite Corpora and Tool Testing

",2018,Manipulation of root page pointers,Filesystem manipulation,DH,IEEE
"

 Introducing Anti-Forensics to SQLite Corpora and Tool Testing

",2018,Manipulation of zero-termination of textual contents,Filesystem manipulation,DH,IEEE
"

 The Forensic Analysis of a False Digital Alibi

",2012,Automated human activity simulation,Data fabrication,TO,IEEE
"

 The Forensic Analysis of a False Digital Alibi

",2012,Injection Technique,Remote library injection,DH,IEEE
"

 The Forensic Analysis of a False Digital Alibi

",2012,Obfuscation of file names,Filesystem manipulation,DH,IEEE
"

 The Forensic Analysis of a False Digital Alibi

",2012,Secure deletion,File wiping,AW,IEEE
"

 The Forensic Analysis of a False Digital Alibi

",2012,Self-deletion,File wiping,AW,IEEE
"

 Determining removal of forensic artefacts using the USN change journal

",2013,Encryption,Encryption,DH,Elsevier
"

 Determining removal of forensic artefacts using the USN change journal

",2013,Preventing traces of Internet history,Log wiping,AW,Elsevier
"

 Determining removal of forensic artefacts using the USN change journal

",2013,Removing operating system artefacts,Generic data wiping,AW,Elsevier
"

 Determining removal of forensic artefacts using the USN change journal

",2013,Removing traces of Internet Activity,Log wiping,AW,Elsevier
"

 Determining removal of forensic artefacts using the USN change journal

",2013,Secure erasure,File wiping,AW,Elsevier
"

 Forensic identification of resampling operators: A semi non-intrusive approach

",2012,Dual-path-based resampling,Data fabrication,TO,Elsevier
"

 Forensic identification of resampling operators: A semi non-intrusive approach

",2012,GD-based resampling,Data fabrication,TO,Elsevier
"

 Forensic identification of resampling operators: A semi non-intrusive approach

",2012,Postprocessing-based resampling (median-filtering,Data fabrication,TO,Elsevier
"

 PROTECTION AGAINST REVERSE ENGINEERING IN DIGITAL CAMERAS

",2013,Disrupting color sampling grid,Data fabrication,TO,IEEE
"

 PROTECTION AGAINST REVERSE ENGINEERING IN DIGITAL CAMERAS

",2013,Nonlinear filtering,Data fabrication,TO,IEEE
"

 A Hierarchical Visibility theory for formal digital investigation of anti-forensic attacks

",2012,Generic data hiding techniques,Steganography,DH,Elseiver
"

 A Hierarchical Visibility theory for formal digital investigation of anti-forensic attacks

",2012,Log files alteration,Log manipulation,TO,Elseiver
"

 A Hierarchical Visibility theory for formal digital investigation of anti-forensic attacks

",2012,Memory injection,Remote library injection,DH,Elseiver
"

 A Hierarchical Visibility theory for formal digital investigation of anti-forensic attacks

",2012,Overwriting of metadata,Metadata wiping,AW,Elseiver
"

 A Hierarchical Visibility theory for formal digital investigation of anti-forensic attacks

",2012,Secure deletion,File wiping,AW,Elseiver
"

 A Hierarchical Visibility theory for formal digital investigation of anti-forensic attacks

",2012,System calls proxying,Syscall proxying,DH,Elseiver
"

 Novel Anti-forensics Approaches for Smart Phones

",2012,Erase Sensitive Data,Generic data wiping,AW,IEEE
"

 Novel Anti-forensics Approaches for Smart Phones

",2012,Replace All Data,Generic data wiping,AW,IEEE
"

 Novel Anti-forensics Approaches for Smart Phones

",2012,Sudden Death,Evidence destruction,AW,IEEE
"

 A Plausibly-Deniable, Practical Trusted Platform Module Based Anti-Forensics Client-Server System

",2011,Data tampering,Data fabrication,TO,IEEE
"

 A Plausibly-Deniable, Practical Trusted Platform Module Based Anti-Forensics Client-Server System

",2011,Information and action hiding,Data obscurity,TO,IEEE
"

 A Plausibly-Deniable, Practical Trusted Platform Module Based Anti-Forensics Client-Server System

",2011,Information concealment,Data obscurity,TO,IEEE
"

 A Plausibly-Deniable, Practical Trusted Platform Module Based Anti-Forensics Client-Server System

",2011,Information confidentiality,Encryption,DH,IEEE
"

 A Plausibly-Deniable, Practical Trusted Platform Module Based Anti-Forensics Client-Server System

",2011,Plausible deniability,Encrypted data,PIA,IEEE
"

 CONCEALABILITY-RATE-DISTORTION TRADEOFF IN IMAGE COMPRESSION ANTI-FORENSICS

",2013,Flexible anti-forensic dither for double JPEG compression,JPEG compression anti-forensics,TO,IEEE
"

 Android anti-forensics through a local paradigm

",2010,Counterfeiting evidence,Data fabrication,TO,Elsevier
"

 Android anti-forensics through a local paradigm

",2010,Eliminating evidence sources,Evidence destruction,AW,Elsevier
"

 Android anti-forensics through a local paradigm

",2010,Evidence destruction,Generic data wiping,AW,Elsevier
"

 Android anti-forensics through a local paradigm

",2010,Evidence hiding,Data obscurity,TO,Elsevier
"

 Android anti-forensics through a local paradigm

",2010,Private folder mechanism,Hidden directories,DH,Elsevier
"

 A System for Formal Digital Forensic Investigation Aware of Anti-Forensic Attacks

",2012,Attacking and misleading the tools,Forensic software integrity attacks,AT,IEEE
"

 A System for Formal Digital Forensic Investigation Aware of Anti-Forensic Attacks

",2012,Attacking the investigator,Investigator integrity attacks,AT,IEEE
"

 A System for Formal Digital Forensic Investigation Aware of Anti-Forensic Attacks

",2012,Data hiding,Steganography,DH,IEEE
"

 A System for Formal Digital Forensic Investigation Aware of Anti-Forensic Attacks

",2012,Deleting Evidence Entries,Log wiping,AW,IEEE
"

 A System for Formal Digital Forensic Investigation Aware of Anti-Forensic Attacks

",2012,Hiding the Effect of the Previously Executed Scenario on Some System Components,Data obscurity,TO,IEEE
"

 A System for Formal Digital Forensic Investigation Aware of Anti-Forensic Attacks

",2012,Inserting Fake Evidence Entries,Data fabrication,TO,IEEE
"

 A System for Formal Digital Forensic Investigation Aware of Anti-Forensic Attacks

",2012,Modifying Evidence Entries,Log manipulation,TO,IEEE
"

 A System for Formal Digital Forensic Investigation Aware of Anti-Forensic Attacks

",2012,Tail Obfuscation,Trail obfuscation,TO,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Archive bombs,Denial of service attacks,AT,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Buffer overflows,Forensic software integrity attacks,AT,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Code injection attacks,Forensic software integrity attacks,AT,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Compression bombs,Denial of service attacks,AT,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Cross-site scripting (XSS),Forensic software integrity attacks,AT,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Directory loop attacks,Denial of service attacks,AT,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Full disk encryption,Encryption,DH,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Manipulate timestamps,Log manipulation,TO,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Steganography,Steganography,DH,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Wiping hard disks,Disk wiping,AW,IEEE
"

 Anti-Forensics: The Next Step in Digital Forensics Tool Testing

",2013,Wiping the registry,Registry wiping,AW,IEEE
"

 A Novel Anti-Forensics Technique for the Android OS

",2011,Logical copy-sanitize-restore workflow using microSD,Generic data wiping,AW,IEEE
"

 A Novel Anti-Forensics Technique for the Android OS

",2011,Sanitization via overwriting  dd,Generic data wiping,AW,IEEE
"

 A Novel Anti-Forensics Technique for the Android OS

",2011,Secure deletion of digital evidence on NAND flash,File wiping,AW,IEEE
"

 A Novel Anti-Forensics Technique for the Android OS

",2011,Selective modification of evidence with preserved metadata,Metadata manipulation,AW,IEEE
"

 A Novel Anti-Forensics Technique for the Android OS

",2011,mke2fs),Filesystem manipulation,DH,IEEE
"

 Android Anti-forensics: Modifying CyanogenMod

",2014,": 
   Response delays",Investigator integrity attacks,AT,IEEE
"

 Android Anti-forensics: Modifying CyanogenMod

",2014,Alternative Databases,Hidden partition utilization,DH,IEEE
"

 Android Anti-forensics: Modifying CyanogenMod

",2014,Delayed restoration,Investigator integrity attacks,AT,IEEE
"

 Android Anti-forensics: Modifying CyanogenMod

",2014,Hardcoded false contact list,Data fabrication,TO,IEEE
"

 Android Anti-forensics: Modifying CyanogenMod

",2014,Rejecting installation of forensic tools,Alerts to forensic tool usage,AT,IEEE
"

 WAVELET-BASED IMAGE COMPRESSION ANTI-FORENSICS

",2010,Anti-forensic dither,Data fabrication,TO,IEEE
"

 WAVELET-BASED IMAGE COMPRESSION ANTI-FORENSICS

",2010,Compression artifact removal,JPEG compression anti-forensics,TO,IEEE
"

 Android Malware Forensics: Reconstruction of Malicious Events

",2012,Environment verification,Presence of anti-forensics tools/files/installation files,PIA,IEEE
"

 Android Malware Forensics: Reconstruction of Malicious Events

",2012,Obfuscation,Data obscurity,TO,IEEE
"

 Android Malware Forensics: Reconstruction of Malicious Events

",2012,Strings encryption,Anti-reverse engineering,AT,IEEE
"

 EXPOSING IMAGE FORGERY THROUGH THE DETECTION OF CONTRAST ENHANCEMENT

",2013,Histogram remapping anti-forensics,Data fabrication,TO,IEEE
"

 EXPOSING IMAGE FORGERY THROUGH THE DETECTION OF CONTRAST ENHANCEMENT

",2013,Local random dithering (Gaussian noise addition),Data fabrication,TO,IEEE
"

 Forensic Analysis of Wickr Application on Android Devices

",2013,Self-destructing messages,Ephemeral messaging (auto-delete),TO,IEEE
"

 Anti-forensics with a small army of exploits

",2007,Disk cleaning,Disk wiping,AW,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Encryption,Encryption,DH,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,File signature altering,Filesystem manipulation,DH,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Free space and memory cleaning,Generic data wiping,AW,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Hash dumping without disk access,Hash value integrity attacks,AT,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Hash fooling,Hash value integrity attacks,AT,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Log manipulation,Log manipulation,TO,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Misinformation,Data misdirection/misinformation/framing,TO,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Nested directories,Hidden directories,DH,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Slack space hiding,Slack space hiding,DH,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Spoofing,Data misdirection/misinformation/framing,TO,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Steganography,Steganography,DH,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Timestamp alteration,Log manipulation,TO,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Trojan commands,Trojan commands,TO,Elsevier
"

 Anti-forensics with a small army of exploits

",2007,Zombie accounts,Zombie accounts,TO,Elsevier
"

 Digital Forensics: Latest Challenges and Response

",2013,Altering logs,Log manipulation,TO,IEEE
"

 Digital Forensics: Latest Challenges and Response

",2013,Cryptography,Encryption,DH,IEEE
"

 Digital Forensics: Latest Challenges and Response

",2013,Deletion by overwriting,Overwriting,AW,IEEE
"

 Digital Forensics: Latest Challenges and Response

",2013,Denial of Service (DoS) attack on DF tools,Forensic software integrity attacks,AT,IEEE
"

 Digital Forensics: Latest Challenges and Response

",2013,Exploiting vulnerabilities in DF software,Forensic software integrity attacks,AT,IEEE
"

 Digital Forensics: Latest Challenges and Response

",2013,Misleading heuristics,Data misdirection/misinformation/framing,TO,IEEE
"

 Digital Forensics: Latest Challenges and Response

",2013,Steganography,Steganography,DH,IEEE
"

 MIXED-STRATEGY NASH EQUILIBRIUM IN THE CAMERA SOURCE IDENTIFICATION GAME

",2013,Fingerprint-copy attack,Data misdirection/misinformation/framing,TO,IEEE
"

 Forensic Artifacts Left By Virtual Disk Encryption Tools

",2010,Virtual Disk Encryption,Encryption,DH,IEEE
"

 UNDETECTABLE IMAGE TAMPERING THROUGH JPEG COMPRESSION ANTI-FORENSICS

",2010,Anti-forensic deblocking,JPEG compression anti-forensics,TO,IEEE
"

 UNDETECTABLE IMAGE TAMPERING THROUGH JPEG COMPRESSION ANTI-FORENSICS

",2010,Anti-forensic dither,Data fabrication,TO,IEEE
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Anti-analysis,Anti-reverse engineering,AT,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Anti-debugger,Anti-reverse engineering,AT,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Anti-disassemblers,Anti-reverse engineering,AT,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Anti-emulation,Anti-reverse engineering,AT,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Anti-hardware,Anti-reverse engineering,AT,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Anti-memory,Memory hiding,DH,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Anti-online analysis,Anti-reverse engineering,AT,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Anti-process,Anti-reverse engineering,AT,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Anti-tools,Alerts to forensic tool usage,AT,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Packers and protectors,Program packers,AT,JDFSL
"

 Malware Forensics: Discovery of the Intent of Deception

",2010,Root kits,Direct kernel object manipulation (DKOM),DH,JDFSL
"

 A new anti-forensic tool based on a simple data encryption scheme

",2007,Double encryption,Encryption,DH,IEEE
"

 A new anti-forensic tool based on a simple data encryption scheme

",2007,Timestamp modification,Log manipulation,TO,IEEE
"

 A New Technique for Removing Forensically Detectable Traces from Digital Images

",2013,Adding tailored noise to transform coefficients,JPEG compression anti-forensics,TO,IEEE
"

 A New Technique for Removing Forensically Detectable Traces from Digital Images

",2013,Hiding compression history,JPEG compression anti-forensics,TO,IEEE
"

 A New Technique for Removing Forensically Detectable Traces from Digital Images

",2013,Removing JPEG blocking artifacts,JPEG compression anti-forensics,TO,IEEE
"

 A New Technique for Removing Forensically Detectable Traces from Digital Images

",2013,Removing forensically detectable traces from digital images,Data fabrication,TO,IEEE
"

 The VAD tree: A process-eye view of physical memory

",2007,Direct Kernel Object Manipulation,Direct kernel object manipulation (DKOM),DH,Elsevier
"

 ANTI-FORENSICS FOR FRAME DELETION/ADDITION IN MPEG VIDEO

",2011,Temporal fingerprint removal,Data obscurity,TO,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,Bash alias,Presence of anti-forensics tools/files/installation files,PIA,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,Editing Proc FS,Filesystem manipulation,DH,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,Encryption,Remote library injection,DH,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,GOT & PLT,Anti-reverse engineering,AT,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,Kernel hooking,Direct kernel object manipulation (DKOM),DH,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,Packers,Program packers,AT,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,Preloading shared libraries,Remote library injection,DH,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,Process hiding,Direct kernel object manipulation (DKOM),DH,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,Scheduler modifications,Presence of anti-forensics tools/files/installation files,PIA,IEEE
"

 Teaching Digital Forensics Techniques Within Linux Environments

",2014,Steganography,Steganography,DH,IEEE
"

 Automatic, Selective and Secure Deletion of Digital Evidence

",2011,Automatic deletion,File wiping,AW,IEEE
"

 Automatic, Selective and Secure Deletion of Digital Evidence

",2011,Code mutation,Self-modifying code,AT,IEEE
"

 Automatic, Selective and Secure Deletion of Digital Evidence

",2011,Data replication,Hidden directories,DH,IEEE
"

 Automatic, Selective and Secure Deletion of Digital Evidence

",2011,Metadata obfuscation,Metadata wiping,AW,IEEE
"

 Automatic, Selective and Secure Deletion of Digital Evidence

",2011,Secure deletion,File wiping,AW,IEEE
"

 Automatic, Selective and Secure Deletion of Digital Evidence

",2011,Selective deletion,File wiping,AW,IEEE
"

 Automatic, Selective and Secure Deletion of Digital Evidence

",2011,Self-deletion,File wiping,AW,IEEE
"

 Automatic, Selective and Secure Deletion of Digital Evidence

",2011,Wiping,Generic data wiping,AW,IEEE
"

 A Modified Anti-Forensic Technique for Removing Detectable Traces from Digital Images

",2013,Adding tailored noise,Data fabrication,TO,IEEE
"

 A Modified Anti-Forensic Technique for Removing Detectable Traces from Digital Images

",2013,Hiding traces of compression,JPEG compression anti-forensics,TO,IEEE
"

 A Modified Anti-Forensic Technique for Removing Detectable Traces from Digital Images

",2013,Hiding traces of filtering,Data fabrication,TO,IEEE
"

 A Modified Anti-Forensic Technique for Removing Detectable Traces from Digital Images

",2013,Removing detectable traces from digital images,Data fabrication,TO,IEEE
"

 On the Construction of a False Digital Alibi on the Android OS

",2011,Event-Injection,Log manipulation,TO,IEEE
"

 On the Construction of a False Digital Alibi on the Android OS

",2011,Event-Replication,Log manipulation,TO,IEEE
"

 On the Construction of a False Digital Alibi on the Android OS

",2011,Remote Control,Trojan commands,TO,IEEE
"

 On the Construction of a False Digital Alibi on the Android OS

",2011,Secure deletion of automation traces,File wiping,AW,IEEE
"

 On the Construction of a False Digital Alibi on the Android OS

",2011,Simple Automation,Presence of anti-forensics tools/files/installation files,PIA,IEEE
"

 Defense Technology of Anti Forensic

",2008,BitLocker drive encryption,Encryption,DH,IEEE
"

 Defense Technology of Anti Forensic

",2008,Blockade in advance of evidence production,Data obscurity,TO,IEEE
"

 Defense Technology of Anti Forensic

",2008,Data deletion,File wiping,AW,IEEE
"

 Defense Technology of Anti Forensic

",2008,Data enciphering,Encryption,DH,IEEE
"

 Defense Technology of Anti Forensic

",2008,Data recovery avoidance,Generic data wiping,AW,IEEE
"

 Defense Technology of Anti Forensic

",2008,Deletion of evidence data,File wiping,AW,IEEE
"

 Defense Technology of Anti Forensic

",2008,Encryption password of compression,Encryption,DH,IEEE
"

 Defense Technology of Anti Forensic

",2008,Hard disk wiping,Disk wiping,AW,IEEE
"

 Defense Technology of Anti Forensic

",2008,Steganography,Steganography,DH,IEEE
"

 Formal Digital Investigation of Anti-forensic Attacks

",2010,Attacking the investigator,Investigator integrity attacks,AT,IEEE
